Variable.Name	Variable.Description	Code.or.Value	Value.Description
OHX07TC	Tooth Count:  Upper right lateral incisor (LI)	9	Could not assess
OHX07TC	Tooth Count:  Upper right lateral incisor (LI)	.	Missing
OHX08CSC	"Coronal Caries:  Upper right central incisor (CI) surface calls.These values can be recorded as a string variable, for example:"""	Coronal Caries:  Surface condition #8	Value was recorded
OHX08CSC	"Coronal Caries:  Upper right central incisor (CI) surface calls.These values can be recorded as a string variable, for example:"""	0	Lingual surface caries
OHX08CSC	"Coronal Caries:  Upper right central incisor (CI) surface calls.These values can be recorded as a string variable, for example:"""	2	Facial surface caries
OHX08CSC	"Coronal Caries:  Upper right central incisor (CI) surface calls.These values can be recorded as a string variable, for example:"""	3	Mesial caries
OHX08CSC	"Coronal Caries:  Upper right central incisor (CI) surface calls.These values can be recorded as a string variable, for example:"""	4	Distal caries
OHX08CSC	"Coronal Caries:  Upper right central incisor (CI) surface calls.These values can be recorded as a string variable, for example:"""	5	Lingual surface restoration
OHX08CSC	"Coronal Caries:  Upper right central incisor (CI) surface calls.These values can be recorded as a string variable, for example:"""	7	Facial surface restoration
OHX08CSC	"Coronal Caries:  Upper right central incisor (CI) surface calls.These values can be recorded as a string variable, for example:"""	8	Mesial restoration
OHX08CSC	"Coronal Caries:  Upper right central incisor (CI) surface calls.These values can be recorded as a string variable, for example:"""	9	Distal restoration
OHX08CSC	"Coronal Caries:  Upper right central incisor (CI) surface calls.These values can be recorded as a string variable, for example:"""	< blank >	Missing
OHX08CTC	Coronal Caries:  Upper right central incisor (CI) tooth code	D	Sound primary tooth
OHX08CTC	Coronal Caries:  Upper right central incisor (CI) tooth code	E	Missing due to dental disease
OHX08CTC	Coronal Caries:  Upper right central incisor (CI) tooth code	J	Permanent root tip is present but no restorative replacement is present
OHX08CTC	Coronal Caries:  Upper right central incisor (CI) tooth code	K	Primary tooth with surface condition (s)
OHX08CTC	Coronal Caries:  Upper right central incisor (CI) tooth code	M	Missing due to other causes
OHX08CTC	Coronal Caries:  Upper right central incisor (CI) tooth code	P	Missing  due to dental disease but replaced by a removable restoration
OHX08CTC	Coronal Caries:  Upper right central incisor (CI) tooth code	Q	Missing due to other causes but replaced by a removable restoration
OHX08CTC	Coronal Caries:  Upper right central incisor (CI) tooth code	R	Missing due to dental disease but replaced by a fixed restoration
OHX08CTC	Coronal Caries:  Upper right central incisor (CI) tooth code	S	Sound permanent tooth
OHX08CTC	Coronal Caries:  Upper right central incisor (CI) tooth code	T	Permanent root tip is present but a restorative replacement is present
OHX08CTC	Coronal Caries:  Upper right central incisor (CI) tooth code	U	Unerupted
OHX08CTC	Coronal Caries:  Upper right central incisor (CI) tooth code	X	Missing due to other causes, but replaced by a fixed restoration
OHX08CTC	Coronal Caries:  Upper right central incisor (CI) tooth code	Y	Tooth present, condition cannot be assessed
OHX08CTC	Coronal Caries:  Upper right central incisor (CI) tooth code	Z	Permanent tooth with surface condition (s)
OHX08CTC	Coronal Caries:  Upper right central incisor (CI) tooth code	< blank >	Missing
OHX08TC	Tooth Count:  Upper right central incisor (CI)	1	Primary tooth (deciduous) present
OHX08TC	Tooth Count:  Upper right central incisor (CI)	2	Permanent tooth present
OHX08TC	Tooth Count:  Upper right central incisor (CI)	3	Dental implant
OHX08TC	Tooth Count:  Upper right central incisor (CI)	4	Tooth not present
OHX08TC	Tooth Count:  Upper right central incisor (CI)	5	Permanent dental root fragment present
OHX08TC	Tooth Count:  Upper right central incisor (CI)	9	Could not assess
OHX08TC	Tooth Count:  Upper right central incisor (CI)	.	Missing
OHX09CSC	"Coronal Caries:  Upper left central incisor (CI) surface calls.These values can be recorded as a string variable, for example:""0"	Coronal Caries:  Surface condition #9	Value was recorded
OHX09CSC	"Coronal Caries:  Upper left central incisor (CI) surface calls.These values can be recorded as a string variable, for example:""0"	0	Lingual surface caries
OHX09CSC	"Coronal Caries:  Upper left central incisor (CI) surface calls.These values can be recorded as a string variable, for example:""0"	2	Facial surface caries
OHX09CSC	"Coronal Caries:  Upper left central incisor (CI) surface calls.These values can be recorded as a string variable, for example:""0"	3	Mesial caries
OHX09CSC	"Coronal Caries:  Upper left central incisor (CI) surface calls.These values can be recorded as a string variable, for example:""0"	4	Distal caries
OHX09CSC	"Coronal Caries:  Upper left central incisor (CI) surface calls.These values can be recorded as a string variable, for example:""0"	5	Lingual surface restoration
OHX09CSC	"Coronal Caries:  Upper left central incisor (CI) surface calls.These values can be recorded as a string variable, for example:""0"	7	Facial surface restoration
OHX09CSC	"Coronal Caries:  Upper left central incisor (CI) surface calls.These values can be recorded as a string variable, for example:""0"	8	Mesial restoration
OHX09CSC	"Coronal Caries:  Upper left central incisor (CI) surface calls.These values can be recorded as a string variable, for example:""0"	9	Distal restoration
OHX09CSC	"Coronal Caries:  Upper left central incisor (CI) surface calls.These values can be recorded as a string variable, for example:""0"	< blank >	Missing
OHX09CTC	Coronal Caries:  Upper left central incisor (CI) tooth code	D	Sound primary tooth
OHX09CTC	Coronal Caries:  Upper left central incisor (CI) tooth code	E	Missing due to dental disease
OHX09CTC	Coronal Caries:  Upper left central incisor (CI) tooth code	J	Permanent root tip is present but no restorative replacement is present
OHX09CTC	Coronal Caries:  Upper left central incisor (CI) tooth code	K	Primary tooth with surface condition (s)
OHX09CTC	Coronal Caries:  Upper left central incisor (CI) tooth code	M	Missing due to other causes
OHX09CTC	Coronal Caries:  Upper left central incisor (CI) tooth code	P	Missing due to dental disease but replaced by a removable restoration
OHX09CTC	Coronal Caries:  Upper left central incisor (CI) tooth code	Q	Missing due to other causes but replaced by a removable restoration
OHX09CTC	Coronal Caries:  Upper left central incisor (CI) tooth code	R	Missing due to dental disease, but replaced by a fixed restoration
OHX09CTC	Coronal Caries:  Upper left central incisor (CI) tooth code	S	Sound permanent tooth
OHX09CTC	Coronal Caries:  Upper left central incisor (CI) tooth code	T	Permanent root tip is present but a restorative replacement is present
OHX09CTC	Coronal Caries:  Upper left central incisor (CI) tooth code	U	Unerupted
OHX09CTC	Coronal Caries:  Upper left central incisor (CI) tooth code	X	Missing due to other causes, but replaced by a fixed restoration
OHX09CTC	Coronal Caries:  Upper left central incisor (CI) tooth code	Y	Tooth present, condition cannot be assessed
OHX09CTC	Coronal Caries:  Upper left central incisor (CI) tooth code	Z	Permanent tooth with surface condition (s)
OHX09CTC	Coronal Caries:  Upper left central incisor (CI) tooth code	< blank >	Missing
OHX09TC	Tooth Count:  Upper left central incisor (CI)	1	Primary tooth (deciduous) present
OHX09TC	Tooth Count:  Upper left central incisor (CI)	2	Permanent tooth present
OHX09TC	Tooth Count:  Upper left central incisor (CI)	3	Dental implant
OHX09TC	Tooth Count:  Upper left central incisor (CI)	4	Tooth not present
OHX09TC	Tooth Count:  Upper left central incisor (CI)	5	Permanent dental root fragment present
OHX09TC	Tooth Count:  Upper left central incisor (CI)	9	Could not assess
OHX09TC	Tooth Count:  Upper left central incisor (CI)	.	Missing
OHX10CSC	"Coronal Caries:  Upper left lateral incisor (LI) surface calls.These values can be recorded as a string variable, for example:""0"	Coronal Caries:  Surface condition #10	Value was recorded
OHX10CSC	"Coronal Caries:  Upper left lateral incisor (LI) surface calls.These values can be recorded as a string variable, for example:""0"	0	Lingual surface caries
OHX10CSC	"Coronal Caries:  Upper left lateral incisor (LI) surface calls.These values can be recorded as a string variable, for example:""0"	2	Facial surface caries
OHX10CSC	"Coronal Caries:  Upper left lateral incisor (LI) surface calls.These values can be recorded as a string variable, for example:""0"	3	Mesial caries
OHX10CSC	"Coronal Caries:  Upper left lateral incisor (LI) surface calls.These values can be recorded as a string variable, for example:""0"	4	Distal caries
OHX10CSC	"Coronal Caries:  Upper left lateral incisor (LI) surface calls.These values can be recorded as a string variable, for example:""0"	5	Lingual surface restoration
OHX10CSC	"Coronal Caries:  Upper left lateral incisor (LI) surface calls.These values can be recorded as a string variable, for example:""0"	7	Facial surface restoration
OHX10CSC	"Coronal Caries:  Upper left lateral incisor (LI) surface calls.These values can be recorded as a string variable, for example:""0"	8	Mesial restoration
OHX10CSC	"Coronal Caries:  Upper left lateral incisor (LI) surface calls.These values can be recorded as a string variable, for example:""0"	9	Distal restoration
OHX10CSC	"Coronal Caries:  Upper left lateral incisor (LI) surface calls.These values can be recorded as a string variable, for example:""0"	< blank >	Missing
OHX10CTC	Coronal Caries:  Upper left lateral incisor (LI) tooth code	D	Sound primary tooth
OHX10CTC	Coronal Caries:  Upper left lateral incisor (LI) tooth code	E	Missing due to dental disease
OHX10CTC	Coronal Caries:  Upper left lateral incisor (LI) tooth code	J	Permanent root tip is present but no restorative replacement is present
OHX10CTC	Coronal Caries:  Upper left lateral incisor (LI) tooth code	K	Primary tooth with surface condition (s)
OHX10CTC	Coronal Caries:  Upper left lateral incisor (LI) tooth code	M	Missing due to other causes
OHX10CTC	Coronal Caries:  Upper left lateral incisor (LI) tooth code	P	Missing due to dental disease but replaced by a removable restoration
OHX10CTC	Coronal Caries:  Upper left lateral incisor (LI) tooth code	Q	Missing due to other causes but replaced by a removable restoration
OHX10CTC	Coronal Caries:  Upper left lateral incisor (LI) tooth code	R	Missing due to dental disease, but replaced by a fixed restoration
OHX10CTC	Coronal Caries:  Upper left lateral incisor (LI) tooth code	S	Sound permanent tooth
OHX10CTC	Coronal Caries:  Upper left lateral incisor (LI) tooth code	T	Permanent root tip is present but a restorative replacement is present
OHX10CTC	Coronal Caries:  Upper left lateral incisor (LI) tooth code	U	Unerupted
OHX10CTC	Coronal Caries:  Upper left lateral incisor (LI) tooth code	X	Missing due to other causes, but replaced by a fixed restoration
OHX10CTC	Coronal Caries:  Upper left lateral incisor (LI) tooth code	Y	Tooth present, condition cannot be assessed
OHX10CTC	Coronal Caries:  Upper left lateral incisor (LI) tooth code	Z	Permanent tooth with surface condition (s)
OHX10CTC	Coronal Caries:  Upper left lateral incisor (LI) tooth code	< blank >	Missing
OHX10SE	Dental Sealants:  Upper left lateral incisor (LI) sealant codes.	0	Sealant not present
OHX10SE	Dental Sealants:  Upper left lateral incisor (LI) sealant codes.	1	Occlusal sealant on permanent tooth
OHX10SE	Dental Sealants:  Upper left lateral incisor (LI) sealant codes.	2	Facial sealant on permanent tooth
OHX10SE	Dental Sealants:  Upper left lateral incisor (LI) sealant codes.	3	Lingual sealant on permanent tooth
OHX10SE	Dental Sealants:  Upper left lateral incisor (LI) sealant codes.	4	Occlusal sealant on primary tooth
OHX10SE	Dental Sealants:  Upper left lateral incisor (LI) sealant codes.	9	Cannot be assessed
OHX10SE	Dental Sealants:  Upper left lateral incisor (LI) sealant codes.	< blank >	Missing
These values can be recorded as a string variable, for example			
OHX10TC	Tooth Count:  Upper left lateral incisor (LI)	1	Primary tooth (deciduous) present
OHX10TC	Tooth Count:  Upper left lateral incisor (LI)	2	Permanent tooth present
OHX10TC	Tooth Count:  Upper left lateral incisor (LI)	3	Dental implant
OHX10TC	Tooth Count:  Upper left lateral incisor (LI)	4	Tooth not present
OHX10TC	Tooth Count:  Upper left lateral incisor (LI)	5	Permanent dental root fragment present
OHX10TC	Tooth Count:  Upper left lateral incisor (LI)	9	Could not assess
OHX10TC	Tooth Count:  Upper left lateral incisor (LI)	.	Missing
OHX11CSC	"Coronal Caries:  Upper left cuspid (C) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", """	Coronal Caries:  Surface condition #11	Value was recorded
OHX11CSC	"Coronal Caries:  Upper left cuspid (C) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", """	0	Lingual surface caries
OHX11CSC	"Coronal Caries:  Upper left cuspid (C) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", """	2	Facial surface caries
OHX11CSC	"Coronal Caries:  Upper left cuspid (C) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", """	3	Mesial caries
OHX11CSC	"Coronal Caries:  Upper left cuspid (C) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", """	4	Distal caries
OHX11CSC	"Coronal Caries:  Upper left cuspid (C) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", """	5	Lingual surface restoration
OHX11CSC	"Coronal Caries:  Upper left cuspid (C) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", """	7	Facial surface restoration
OHX11CSC	"Coronal Caries:  Upper left cuspid (C) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", """	8	Mesial restoration
OHX11CSC	"Coronal Caries:  Upper left cuspid (C) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", """	9	Distal restoration
OHX11CSC	"Coronal Caries:  Upper left cuspid (C) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", """	< blank >	Missing
OHX11CTC	Coronal Caries:  Upper left cuspid (C) tooth code	D	Sound primary tooth
OHX11CTC	Coronal Caries:  Upper left cuspid (C) tooth code	E	Missing due to dental disease
OHX11CTC	Coronal Caries:  Upper left cuspid (C) tooth code	J	Permanent root tip is present but no restorative replacement is present
OHX11CTC	Coronal Caries:  Upper left cuspid (C) tooth code	K	Primary tooth with surface condition (s)
OHX11CTC	Coronal Caries:  Upper left cuspid (C) tooth code	M	Missing due to other causes
OHX11CTC	Coronal Caries:  Upper left cuspid (C) tooth code	P	Missing due to dental disease but replaced by a removable restoration
OHX11CTC	Coronal Caries:  Upper left cuspid (C) tooth code	Q	Missing due to other causes but replaced by a removable restoration
OHX11CTC	Coronal Caries:  Upper left cuspid (C) tooth code	R	Missing due to dental disease, but replaced by a fixed restoration
OHX11CTC	Coronal Caries:  Upper left cuspid (C) tooth code	S	Sound permanent tooth
OHX11CTC	Coronal Caries:  Upper left cuspid (C) tooth code	T	Permanent root tip is present but a restorative replacement is present
